X3,<__Null#9223372036854790229>,<__Null#9223372036854790225>,<__Null#9223372036854790230>
X3,<__Null#9223372036854790238>,<__Null#9223372036854790234>,<__Null#9223372036854790239>
X2,<__Null#9223372036854787498>,X9,<__Null#9223372036854787504>
X1,X2,X7,X8
X1,X2,<__Null#9223372036854776136>,<__Null#9223372036854776137>
X1,<__Null#9223372036854789082>,X7,<__Null#9223372036854789086>
X1,<__Null#9223372036854789584>,X7,<__Null#9223372036854789590>
X1,<__Null#9223372036854790247>,<__Null#9223372036854790243>,<__Null#9223372036854790248>
X1,<__Null#9223372036854790256>,<__Null#9223372036854790252>,<__Null#9223372036854790257>
<__Null#9223372036854777904>,<__Null#9223372036854790265>,<__Null#9223372036854790261>,<__Null#9223372036854790266>
<__Null#9223372036854780312>,<__Null#9223372036854790274>,<__Null#9223372036854790270>,<__Null#9223372036854790275>
<__Null#9223372036854784664>,<__Null#9223372036854790283>,<__Null#9223372036854790279>,<__Null#9223372036854790284>
<__Null#9223372036854785600>,<__Null#9223372036854785596>,<__Null#9223372036854785597>,<__Null#9223372036854785601>
<__Null#9223372036854785815>,X1,<__Null#9223372036854785814>,<__Null#9223372036854785812>
<__Null#9223372036854789143>,<__Null#9223372036854790292>,<__Null#9223372036854790288>,<__Null#9223372036854790293>
<__Null#9223372036854789283>,<__Null#9223372036854790301>,<__Null#9223372036854790297>,<__Null#9223372036854790302>
<__Null#9223372036854790177>,<__Null#9223372036854790310>,<__Null#9223372036854790306>,<__Null#9223372036854790311>
<__Null#9223372036854790186>,<__Null#9223372036854790319>,<__Null#9223372036854790315>,<__Null#9223372036854790320>
<__Null#9223372036854790194>,<__Null#9223372036854790328>,<__Null#9223372036854790324>,<__Null#9223372036854790329>
<__Null#9223372036854790207>,<__Null#9223372036854790337>,<__Null#9223372036854790333>,<__Null#9223372036854790338>
<__Null#9223372036854790833>,<__Null#9223372036854790829>,<__Null#9223372036854790835>,<__Null#9223372036854790832>
<__Null#9223372036854792624>,<__Null#9223372036854792621>,<__Null#9223372036854792622>,<__Null#9223372036854792628>
<__Null#9223372036854794932>,<__Null#9223372036854794940>,X11,X12
<__Null#9223372036854808975>,<__Null#9223372036854808970>,X9,<__Null#9223372036854808973>
<__Null#9223372036854831833>,X4,<__Null#9223372036854831831>,<__Null#9223372036854831827>
<__Null#9223372036854832755>,<__Null#9223372036854832758>,<__Null#9223372036854832754>,<__Null#9223372036854832756>
<__Null#9223372036854833710>,<__Null#9223372036854833707>,X5,X6
