X3,<__Null#9223372036854832776>,X11,X12
X2,<__Null#9223372036854797333>,<__Null#9223372036854797335>,<__Null#9223372036854797338>
X2,<__Null#9223372036854833074>,X9,<__Null#9223372036854833068>
X1,X2,<__Null#9223372036854833614>,<__Null#9223372036854833610>
X0,X1,<__Null#9223372036854831453>,X6
X0,<__Null#9223372036854831598>,<__Null#9223372036854831600>,<__Null#9223372036854831599>
<__Null#9223372036854781656>,<__Null#9223372036854781659>,<__Null#9223372036854781651>,<__Null#9223372036854781653>
<__Null#9223372036854785515>,<__Null#9223372036854785517>,X5,X6
<__Null#9223372036854789342>,<__Null#9223372036854789339>,X11,<__Null#9223372036854789336>
<__Null#9223372036854801489>,X2,<__Null#9223372036854801493>,<__Null#9223372036854801496>
<__Null#9223372036854808341>,X4,<__Null#9223372036854808346>,X12
<__Null#9223372036854825365>,<__Null#9223372036854825364>,<__Null#9223372036854825363>,<__Null#9223372036854825360>
<__Null#9223372036854832277>,<__Null#9223372036854832272>,<__Null#9223372036854832273>,<__Null#9223372036854832274>
<__Null#9223372036854832562>,<__Null#9223372036854832559>,<__Null#9223372036854832557>,<__Null#9223372036854832560>
<__Null#9223372036854833263>,X4,<__Null#9223372036854833262>,<__Null#9223372036854833265>
