X3,X4,<__Null#9223372036854799265>,<__Null#9223372036854799260>
X3,<__Null#9223372036854805181>,<__Null#9223372036854805186>,X12
X2,<__Null#9223372036854778169>,<__Null#9223372036854778172>,X10
X2,<__Null#9223372036854830853>,<__Null#9223372036854830854>,<__Null#9223372036854830855>
X1,X2,X7,X8
X0,X1,<__Null#9223372036854833609>,X6
X0,<__Null#9223372036854787613>,X5,X6
<__Null#9223372036854777946>,X3,X9,<__Null#9223372036854777950>
<__Null#9223372036854808529>,<__Null#9223372036854808523>,<__Null#9223372036854808527>,<__Null#9223372036854808524>
<__Null#9223372036854830978>,X2,X7,<__Null#9223372036854830980>
<__Null#9223372036854831300>,<__Null#9223372036854831296>,<__Null#9223372036854831301>,<__Null#9223372036854831294>
<__Null#9223372036854832167>,<__Null#9223372036854832170>,<__Null#9223372036854832164>,<__Null#9223372036854832169>
<__Null#9223372036854832249>,<__Null#9223372036854832243>,<__Null#9223372036854832241>,<__Null#9223372036854832240>
<__Null#9223372036854832778>,<__Null#9223372036854832779>,<__Null#9223372036854832775>,X8
<__Null#9223372036854833357>,<__Null#9223372036854833353>,<__Null#9223372036854833355>,<__Null#9223372036854833356>
<__Null#9223372036854833477>,X2,<__Null#9223372036854833474>,<__Null#9223372036854833476>
<__Null#9223372036854833529>,<__Null#9223372036854833535>,<__Null#9223372036854833536>,X12
