X4,<__Null#9223372036854808402>,<__Null#9223372036854808401>,<__Null#9223372036854808403>
X3,<__Null#9223372036854808411>,<__Null#9223372036854808410>,<__Null#9223372036854808412>
X2,X3,X9,<__Null#9223372036854799435>
X2,<__Null#9223372036854817867>,<__Null#9223372036854817862>,<__Null#9223372036854817860>
X2,<__Null#9223372036854832104>,<__Null#9223372036854832108>,X10
X1,<__Null#9223372036854808420>,<__Null#9223372036854808419>,<__Null#9223372036854808421>
<__Null#9223372036854780058>,<__Null#9223372036854808429>,<__Null#9223372036854808428>,<__Null#9223372036854808430>
<__Null#9223372036854780113>,<__Null#9223372036854808438>,<__Null#9223372036854808437>,<__Null#9223372036854808439>
<__Null#9223372036854781666>,X2,<__Null#9223372036854781662>,<__Null#9223372036854781664>
<__Null#9223372036854785064>,<__Null#9223372036854785061>,<__Null#9223372036854785065>,X12
<__Null#9223372036854787500>,<__Null#9223372036854808447>,<__Null#9223372036854808446>,<__Null#9223372036854808448>
<__Null#9223372036854787601>,<__Null#9223372036854787604>,<__Null#9223372036854787605>,<__Null#9223372036854787600>
<__Null#9223372036854794882>,<__Null#9223372036854808456>,<__Null#9223372036854808455>,<__Null#9223372036854808457>
<__Null#9223372036854801414>,<__Null#9223372036854808465>,<__Null#9223372036854808464>,<__Null#9223372036854808466>
<__Null#9223372036854808343>,<__Null#9223372036854808474>,<__Null#9223372036854808473>,<__Null#9223372036854808475>
<__Null#9223372036854808362>,<__Null#9223372036854808483>,<__Null#9223372036854808482>,<__Null#9223372036854808484>
<__Null#9223372036854808368>,<__Null#9223372036854808492>,<__Null#9223372036854808491>,<__Null#9223372036854808493>
<__Null#9223372036854808373>,<__Null#9223372036854808501>,<__Null#9223372036854808500>,<__Null#9223372036854808502>
<__Null#9223372036854808393>,<__Null#9223372036854808510>,<__Null#9223372036854808509>,<__Null#9223372036854808511>
<__Null#9223372036854830465>,X2,X7,X8
<__Null#9223372036854832085>,X4,X11,<__Null#9223372036854832086>
<__Null#9223372036854832540>,X1,X5,<__Null#9223372036854832542>
<__Null#9223372036854833251>,<__Null#9223372036854833245>,<__Null#9223372036854833244>,<__Null#9223372036854833252>
