X3,<__Null#9223372036854777474>,<__Null#9223372036854777475>,<__Null#9223372036854777476>
X3,<__Null#9223372036854777529>,<__Null#9223372036854777530>,<__Null#9223372036854777534>
X2,<__Null#9223372036854777448>,<__Null#9223372036854777449>,<__Null#9223372036854777442>
<__Null#9223372036854777411>,<__Null#9223372036854777417>,<__Null#9223372036854777412>,<__Null#9223372036854777416>
<__Null#9223372036854777423>,<__Null#9223372036854777426>,<__Null#9223372036854777427>,X12
<__Null#9223372036854777433>,<__Null#9223372036854777440>,<__Null#9223372036854777436>,<__Null#9223372036854777432>
<__Null#9223372036854777451>,X3,X9,<__Null#9223372036854777453>
<__Null#9223372036854777461>,<__Null#9223372036854777467>,<__Null#9223372036854777469>,<__Null#9223372036854777464>
<__Null#9223372036854777484>,<__Null#9223372036854777478>,<__Null#9223372036854777482>,<__Null#9223372036854777485>
<__Null#9223372036854777492>,X1,X5,<__Null#9223372036854777494>
<__Null#9223372036854777501>,<__Null#9223372036854777500>,<__Null#9223372036854777498>,X6
<__Null#9223372036854777513>,<__Null#9223372036854777515>,<__Null#9223372036854777516>,<__Null#9223372036854777511>
<__Null#9223372036854777527>,<__Null#9223372036854777519>,X7,X8
<__Null#9223372036854777538>,<__Null#9223372036854777541>,<__Null#9223372036854777539>,X10
