X3,<__Null#9223372036854832315>,X11,<__Null#9223372036854832307>
X2,X3,<__Null#9223372036854833876>,<__Null#9223372036854833881>
X2,<__Null#9223372036854831887>,<__Null#9223372036854831891>,<__Null#9223372036854831890>
X1,X2,X7,X8
X0,<__Null#9223372036854832897>,X5,X6
<__Null#9223372036854777519>,<__Null#9223372036854777520>,<__Null#9223372036854777524>,<__Null#9223372036854777522>
<__Null#9223372036854778756>,<__Null#9223372036854778760>,X11,X12
<__Null#9223372036854781695>,<__Null#9223372036854781693>,<__Null#9223372036854781691>,<__Null#9223372036854781692>
<__Null#9223372036854785023>,<__Null#9223372036854785028>,X9,X10
<__Null#9223372036854788673>,X1,<__Null#9223372036854788671>,<__Null#9223372036854788676>
<__Null#9223372036854831444>,<__Null#9223372036854831445>,<__Null#9223372036854831442>,<__Null#9223372036854831452>
<__Null#9223372036854832261>,X3,X9,<__Null#9223372036854832263>
<__Null#9223372036854832718>,<__Null#9223372036854832720>,<__Null#9223372036854832721>,<__Null#9223372036854832722>
<__Null#9223372036854833368>,<__Null#9223372036854833367>,<__Null#9223372036854833366>,<__Null#9223372036854833365>
<__Null#9223372036854833430>,<__Null#9223372036854833432>,<__Null#9223372036854833429>,<__Null#9223372036854833431>
<__Null#9223372036854833675>,<__Null#9223372036854833673>,<__Null#9223372036854833670>,<__Null#9223372036854833674>
<__Null#9223372036854833748>,<__Null#9223372036854833747>,<__Null#9223372036854833746>,X6
