X3,<__Null#9223372036854830992>,X11,X12
X1,X2,X7,X8
X1,X2,<__Null#9223372036854806463>,<__Null#9223372036854806464>
<__Null#9223372036854776847>,<__Null#9223372036854776840>,X11,X12
<__Null#9223372036854776882>,<__Null#9223372036854776886>,<__Null#9223372036854776891>,X12
<__Null#9223372036854777440>,<__Null#9223372036854777437>,<__Null#9223372036854777438>,<__Null#9223372036854777431>
<__Null#9223372036854781740>,X4,<__Null#9223372036854781738>,<__Null#9223372036854781739>
<__Null#9223372036854785032>,<__Null#9223372036854785036>,<__Null#9223372036854785037>,<__Null#9223372036854785035>
<__Null#9223372036854801414>,<__Null#9223372036854801419>,<__Null#9223372036854801412>,X12
<__Null#9223372036854801653>,X3,<__Null#9223372036854801655>,X10
<__Null#9223372036854811286>,<__Null#9223372036854811287>,<__Null#9223372036854811288>,<__Null#9223372036854811284>
<__Null#9223372036854833648>,<__Null#9223372036854833639>,<__Null#9223372036854833645>,<__Null#9223372036854833640>
