X1,<__Null#9223372036854801035>,X7,X8
X1,<__Null#9223372036854831093>,<__Null#9223372036854831092>,<__Null#9223372036854831091>
X0,<__Null#9223372036854834083>,X5,<__Null#9223372036854834090>
<__Null#9223372036854775910>,<__Null#9223372036854775908>,<__Null#9223372036854775909>,X12
<__Null#9223372036854780376>,<__Null#9223372036854780372>,X9,<__Null#9223372036854780374>
<__Null#9223372036854782770>,<__Null#9223372036854782777>,<__Null#9223372036854782774>,<__Null#9223372036854782776>
<__Null#9223372036854785772>,X3,<__Null#9223372036854785775>,<__Null#9223372036854785780>
<__Null#9223372036854831072>,X1,<__Null#9223372036854831074>,<__Null#9223372036854831075>
<__Null#9223372036854831742>,X1,<__Null#9223372036854831738>,X6
<__Null#9223372036854831861>,<__Null#9223372036854831866>,<__Null#9223372036854831871>,<__Null#9223372036854831867>
<__Null#9223372036854832307>,<__Null#9223372036854832308>,<__Null#9223372036854832301>,<__Null#9223372036854832302>
<__Null#9223372036854832480>,<__Null#9223372036854832487>,<__Null#9223372036854832481>,<__Null#9223372036854832486>
<__Null#9223372036854833165>,<__Null#9223372036854833160>,<__Null#9223372036854833156>,<__Null#9223372036854833157>
<__Null#9223372036854833977>,<__Null#9223372036854833969>,<__Null#9223372036854833975>,<__Null#9223372036854833972>
