X2,<__Null#9223372036854799444>,<__Null#9223372036854799440>,<__Null#9223372036854799438>
X2,<__Null#9223372036854799484>,<__Null#9223372036854799485>,<__Null#9223372036854799489>
<__Null#9223372036854778729>,<__Null#9223372036854778731>,X11,X12
<__Null#9223372036854781158>,X1,<__Null#9223372036854781161>,X6
<__Null#9223372036854786603>,<__Null#9223372036854786599>,<__Null#9223372036854786604>,<__Null#9223372036854786600>
<__Null#9223372036854789635>,<__Null#9223372036854789632>,<__Null#9223372036854789638>,<__Null#9223372036854789633>
<__Null#9223372036854799411>,X1,<__Null#9223372036854799415>,<__Null#9223372036854799413>
<__Null#9223372036854799427>,<__Null#9223372036854799422>,<__Null#9223372036854799426>,<__Null#9223372036854799421>
<__Null#9223372036854799429>,<__Null#9223372036854799428>,<__Null#9223372036854799433>,<__Null#9223372036854799436>
<__Null#9223372036854799449>,X2,X7,<__Null#9223372036854799450>
<__Null#9223372036854799461>,<__Null#9223372036854799462>,<__Null#9223372036854799459>,X8
<__Null#9223372036854799468>,<__Null#9223372036854799470>,<__Null#9223372036854799469>,X12
<__Null#9223372036854799477>,X3,<__Null#9223372036854799481>,X10
